[-0.3, -0.1, 138, 2, 0.5, 0]
[-0.3288, -0.10005000000000001, 138.43679999999998, 2, 0.5, 0]
[-0.3288, -0.09870000000000001, 138.43679999999998, 2, 0.5, 0]
[-0.3288, -0.09725, 138.43679999999998, 2, 0.5, 0]
[-0.3288, -0.09575000000000002, 138.43679999999998, 2, 0.5, 0]
[-0.3288, -0.1097, 138.43679999999998, 2, 0.5, 0]
[-0.3288, -0.10980000000000001, 138.43679999999998, 2, 0.5, 0]
[-0.3288, -0.11010000000000002, 138.43679999999998, 2, 0.5, 0]
[-0.3288, -0.11040000000000001, 138.43679999999998, 2, 0.5, 0]
[-0.3288, -0.11085000000000002, 138.43679999999998, 2, 0.5, 0]
[-0.3288, -0.11140000000000001, 138.43679999999998, 2, 0.5, 0]
[-0.3288, -0.11200000000000002, 138.43679999999998, 2, 0.5, 0]
[-0.3288, -0.11490000000000002, 138.43679999999998, 2, 0.5, 0]
[-0.3288, -0.11610000000000001, 138.43679999999998, 2, 0.5, 0]
[-0.3288, -0.11730000000000002, 138.43679999999998, 2, 0.5, 0]
[-0.3288, -0.11855000000000002, 138.43679999999998, 2, 0.5, 0]
[-0.3288, -0.11980000000000002, 138.43679999999998, 2, 0.5, 0]
[-0.3288, -0.12120000000000002, 138.43679999999998, 2, 0.5, 0]
[-0.3288, -0.1228, 138.43679999999998, 2, 0.5, 0]
[-0.3288, -0.12430000000000001, 138.43679999999998, 2, 0.5, 0]
[-0.3288, -0.12580000000000002, 138.43679999999998, 2, 0.5, 0]
[-0.3288, -0.12730000000000002, 138.43679999999998, 2, 0.5, 0]
[-0.3288, -0.12875, 138.43679999999998, 2, 0.5, 0]
[-0.3288, -0.10880000000000001, 138.43679999999998, 2, 0.5, 0]
[-0.3288, -0.10880000000000001, 138.4893, 2, 0.5, 0]
[-0.3288, -0.10880000000000001, 138.5418, 2, 0.5, 0]
[-0.3288, -0.10880000000000001, 138.5943, 2, 0.5, 0]
[-0.3288, -0.10880000000000001, 138.6468, 2, 0.5, 0]
[-0.3288, -0.10880000000000001, 138.69930000000002, 2, 0.5, 0]
[-0.3288, -0.10880000000000001, 138.6468, 2, 0.5, 0]
[-0.3288, -0.10880000000000001, 138.6468, 2, 0.5, 0]
[-0.3288, -0.10880000000000001, 138.6468, 2, 0.5, 0]
[-0.3288, -0.10880000000000001, 138.6468, 2, 0.5, 0]
[-0.3288, -0.10880000000000001, 138.6468, 2, 0.5, 0]
[-0.32999999999999996, -0.10880000000000001, 138.6468, 2, 0.5, 0]
[-0.33094999999999997, -0.10880000000000001, 138.6468, 2, 0.5, 0]
[-0.3317, -0.10880000000000001, 138.6468, 2, 0.5, 0]
[-0.33249999999999996, -0.10880000000000001, 138.6468, 2, 0.5, 0]
[-0.33599999999999997, -0.10880000000000001, 138.6468, 2, 0.5, 0]
[-0.33795, -0.10880000000000001, 138.6468, 2, 0.5, 0]
[-0.3393, -0.10880000000000001, 138.6468, 2, 0.5, 0]
[-0.3407, -0.10880000000000001, 138.6468, 2, 0.5, 0]
[-0.34214999999999995, -0.10880000000000001, 138.6468, 2, 0.5, 0]
[-0.33249999999999996, -0.10880000000000001, 138.6468, 2, 0.5, 0]
[-0.33249999999999996, -0.10890000000000001, 138.6468, 2, 0.5, 0]
[-0.33249999999999996, -0.10890000000000001, 138.6468, 2, 0.5, 0]
[-0.33249999999999996, -0.10890000000000001, 138.6468, 2, 0.5, 0]
[-0.33249999999999996, -0.10935, 138.6468, 2, 0.5, 0]
[-0.33249999999999996, -0.11000000000000001, 138.6468, 2, 0.5, 0]
[-0.33249999999999996, -0.11065000000000001, 138.6468, 2, 0.5, 0]
[-0.33249999999999996, -0.11130000000000001, 138.6468, 2, 0.5, 0]
[-0.33249999999999996, -0.10885, 138.6468, 2, 0.5, 0]
[-0.33249999999999996, -0.10865000000000001, 138.6468, 2, 0.5, 0]
[-0.33249999999999996, -0.10840000000000001, 138.6468, 2, 0.5, 0]
[-0.33249999999999996, -0.10805000000000001, 138.6468, 2, 0.5, 0]
[-0.33249999999999996, -0.1076, 138.6468, 2, 0.5, 0]
[-0.33249999999999996, -0.10705, 138.6468, 2, 0.5, 0]
[-0.33249999999999996, -0.10645, 138.6468, 2, 0.5, 0]
[-0.33249999999999996, -0.1057, 138.6468, 2, 0.5, 0]
[-0.33249999999999996, -0.10490000000000001, 138.6468, 2, 0.5, 0]
[-0.33249999999999996, -0.10400000000000001, 138.6468, 2, 0.5, 0]
[-0.33249999999999996, -0.10300000000000001, 138.6468, 2, 0.5, 0]
[-0.33249999999999996, -0.1019, 138.6468, 2, 0.5, 0]
[-0.33249999999999996, -0.10070000000000001, 138.6468, 2, 0.5, 0]
[-0.33249999999999996, -0.09945000000000001, 138.6468, 2, 0.5, 0]
[-0.33249999999999996, -0.098, 138.6468, 2, 0.5, 0]
[-0.33249999999999996, -0.09255000000000001, 138.6468, 2, 0.5, 0]
[-0.33249999999999996, -0.09090000000000001, 138.6468, 2, 0.5, 0]
[-0.33249999999999996, -0.08940000000000001, 138.6468, 2, 0.5, 0]
[-0.33249999999999996, -0.1013, 138.6468, 2, 0.5, 0]
[-0.33249999999999996, -0.1013, 138.6879, 2, 0.5, 0]
[-0.33249999999999996, -0.1013, 138.729, 2, 0.5, 0]
[-0.33249999999999996, -0.1013, 138.7701, 2, 0.5, 0]
[-0.33249999999999996, -0.1013, 138.729, 2, 0.5, 0]
[-0.33254999999999996, -0.1013, 138.729, 2, 0.5, 0]
[-0.33254999999999996, -0.1013, 138.729, 2, 0.5, 0]
[-0.33254999999999996, -0.1013, 138.729, 2, 0.5, 0]
[-0.33249999999999996, -0.1013, 138.729, 2, 0.5, 0]
[-0.33335, -0.1013, 138.729, 2, 0.5, 0]
[-0.33435, -0.1013, 138.729, 2, 0.5, 0]
[-0.33704999999999996, -0.1013, 138.729, 2, 0.5, 0]
[-0.33854999999999996, -0.1013, 138.729, 2, 0.5, 0]
[-0.33964999999999995, -0.1013, 138.729, 2, 0.5, 0]
[-0.34085, -0.1013, 138.729, 2, 0.5, 0]
[-0.34214999999999995, -0.1013, 138.729, 2, 0.5, 0]
[-0.34349999999999997, -0.1013, 138.729, 2, 0.5, 0]
[-0.33704999999999996, -0.1013, 138.729, 2, 0.5, 0]
[-0.33704999999999996, -0.10135, 138.729, 2, 0.5, 0]
[-0.33704999999999996, -0.10135, 138.729, 2, 0.5, 0]
[-0.33704999999999996, -0.10085, 138.729, 2, 0.5, 0]
[-0.33704999999999996, -0.10025, 138.729, 2, 0.5, 0]
[-0.33704999999999996, -0.09965, 138.729, 2, 0.5, 0]
[-0.33704999999999996, -0.09705, 138.729, 2, 0.5, 0]
[-0.33704999999999996, -0.09605, 138.729, 2, 0.5, 0]
[-0.33704999999999996, -0.09505, 138.729, 2, 0.5, 0]
[-0.33704999999999996, -0.0939, 138.729, 2, 0.5, 0]
[-0.33704999999999996, -0.10025, 138.729, 2, 0.5, 0]
[-0.33704999999999996, -0.10025, 138.76260000000002, 2, 0.5, 0]
[-0.33704999999999996, -0.10025, 138.79620000000003, 2, 0.5, 0]
[-0.33704999999999996, -0.10025, 138.82980000000003, 2, 0.5, 0]
[-0.33704999999999996, -0.10025, 138.79620000000003, 2, 0.5, 0]
[-0.33709999999999996, -0.10025, 138.79620000000003, 2, 0.5, 0]
[-0.33704999999999996, -0.10025, 138.79620000000003, 2, 0.5, 0]
[-0.33699999999999997, -0.10025, 138.79620000000003, 2, 0.5, 0]
[-0.33744999999999997, -0.10025, 138.79620000000003, 2, 0.5, 0]
[-0.33864999999999995, -0.10025, 138.79620000000003, 2, 0.5, 0]
[-0.33949999999999997, -0.10025, 138.79620000000003, 2, 0.5, 0]
[-0.3424, -0.10025, 138.79620000000003, 2, 0.5, 0]
[-0.33704999999999996, -0.10025, 138.79620000000003, 2, 0.5, 0]
[-0.3369, -0.10025, 138.79620000000003, 2, 0.5, 0]
[-0.33664999999999995, -0.10025, 138.79620000000003, 2, 0.5, 0]
[-0.33635, -0.10025, 138.79620000000003, 2, 0.5, 0]
[-0.33594999999999997, -0.10025, 138.79620000000003, 2, 0.5, 0]
[-0.33544999999999997, -0.10025, 138.79620000000003, 2, 0.5, 0]
[-0.33485, -0.10025, 138.79620000000003, 2, 0.5, 0]
[-0.33414999999999995, -0.10025, 138.79620000000003, 2, 0.5, 0]
[-0.3334, -0.10025, 138.79620000000003, 2, 0.5, 0]
[-0.33254999999999996, -0.10025, 138.79620000000003, 2, 0.5, 0]
[-0.33164999999999994, -0.10025, 138.79620000000003, 2, 0.5, 0]
[-0.3379, -0.10025, 138.79620000000003, 2, 0.5, 0]
[-0.3379, -0.1003, 138.79620000000003, 2, 0.5, 0]
[-0.3379, -0.10010000000000001, 138.79620000000003, 2, 0.5, 0]
[-0.3379, -0.09975, 138.79620000000003, 2, 0.5, 0]
[-0.3379, -0.0993, 138.79620000000003, 2, 0.5, 0]
[-0.3379, -0.09885000000000001, 138.79620000000003, 2, 0.5, 0]
[-0.3379, -0.09820000000000001, 138.79620000000003, 2, 0.5, 0]
[-0.3379, -0.0975, 138.79620000000003, 2, 0.5, 0]
[-0.3379, -0.09670000000000001, 138.79620000000003, 2, 0.5, 0]
[-0.3379, -0.09580000000000001, 138.79620000000003, 2, 0.5, 0]
[-0.3379, -0.09490000000000001, 138.79620000000003, 2, 0.5, 0]
[-0.3379, -0.0975, 138.79620000000003, 2, 0.5, 0]
[-0.3379, -0.0975, 138.82290000000003, 2, 0.5, 0]
[-0.3379, -0.0975, 138.84960000000004, 2, 0.5, 0]
[-0.3379, -0.0975, 138.82290000000003, 2, 0.5, 0]
[-0.33795, -0.0975, 138.82290000000003, 2, 0.5, 0]
[-0.33775, -0.0975, 138.82290000000003, 2, 0.5, 0]
[-0.33744999999999997, -0.0975, 138.82290000000003, 2, 0.5, 0]
[-0.33709999999999996, -0.0975, 138.82290000000003, 2, 0.5, 0]
[-0.3342, -0.0975, 138.82290000000003, 2, 0.5, 0]
[-0.33795, -0.0975, 138.82290000000003, 2, 0.5, 0]
[-0.33809999999999996, -0.0975, 138.82290000000003, 2, 0.5, 0]
[-0.3384, -0.0975, 138.82290000000003, 2, 0.5, 0]
[-0.33875, -0.0975, 138.82290000000003, 2, 0.5, 0]
[-0.33914999999999995, -0.0975, 138.82290000000003, 2, 0.5, 0]
[-0.3397, -0.0975, 138.82290000000003, 2, 0.5, 0]
[-0.3403, -0.0975, 138.82290000000003, 2, 0.5, 0]
[-0.34095, -0.0975, 138.82290000000003, 2, 0.5, 0]
[-0.34175, -0.0975, 138.82290000000003, 2, 0.5, 0]
[-0.34259999999999996, -0.0975, 138.82290000000003, 2, 0.5, 0]
[-0.3437, -0.0975, 138.82290000000003, 2, 0.5, 0]
[-0.34475, -0.0975, 138.82290000000003, 2, 0.5, 0]
[-0.35119999999999996, -0.0975, 138.82290000000003, 2, 0.5, 0]
[-0.34095, -0.0975, 138.82290000000003, 2, 0.5, 0]
[-0.34095, -0.09755, 138.82290000000003, 2, 0.5, 0]
[-0.34095, -0.09755, 138.82290000000003, 2, 0.5, 0]
[-0.34095, -0.0975, 138.82290000000003, 2, 0.5, 0]
[-0.34095, -0.09685, 138.82290000000003, 2, 0.5, 0]
[-0.34095, -0.09615, 138.82290000000003, 2, 0.5, 0]
[-0.34095, -0.09555000000000001, 138.82290000000003, 2, 0.5, 0]
[-0.34095, -0.09480000000000001, 138.82290000000003, 2, 0.5, 0]
[-0.34095, -0.0975, 138.82290000000003, 2, 0.5, 0]
[-0.34095, -0.09745000000000001, 138.84600000000003, 2, 0.5, 0]
[-0.34095, -0.09745000000000001, 138.86910000000003, 2, 0.5, 0]
[-0.34095, -0.09745000000000001, 138.89220000000003, 2, 0.5, 0]
[-0.34095, -0.09745000000000001, 138.86910000000003, 2, 0.5, 0]
[-0.34119999999999995, -0.09745000000000001, 138.86910000000003, 2, 0.5, 0]
[-0.34114999999999995, -0.09745000000000001, 138.86910000000003, 2, 0.5, 0]
[-0.34104999999999996, -0.09745000000000001, 138.86910000000003, 2, 0.5, 0]
[-0.34214999999999995, -0.09745000000000001, 138.86910000000003, 2, 0.5, 0]
[-0.34314999999999996, -0.09745000000000001, 138.86910000000003, 2, 0.5, 0]
[-0.34404999999999997, -0.09745000000000001, 138.86910000000003, 2, 0.5, 0]
[-0.345, -0.09745000000000001, 138.86910000000003, 2, 0.5, 0]
[-0.34595, -0.09745000000000001, 138.86910000000003, 2, 0.5, 0]
[-0.347, -0.09745000000000001, 138.86910000000003, 2, 0.5, 0]
[-0.34809999999999997, -0.09745000000000001, 138.86910000000003, 2, 0.5, 0]
[-0.34314999999999996, -0.09745000000000001, 138.86910000000003, 2, 0.5, 0]
[-0.34314999999999996, -0.09755000000000001, 138.86910000000003, 2, 0.5, 0]
[-0.34314999999999996, -0.0975, 138.86910000000003, 2, 0.5, 0]
[-0.34314999999999996, -0.09725, 138.86910000000003, 2, 0.5, 0]
[-0.34314999999999996, -0.09670000000000001, 138.86910000000003, 2, 0.5, 0]
[-0.34314999999999996, -0.09620000000000001, 138.86910000000003, 2, 0.5, 0]
[-0.34314999999999996, -0.0956, 138.86910000000003, 2, 0.5, 0]
[-0.34314999999999996, -0.09490000000000001, 138.86910000000003, 2, 0.5, 0]
[-0.34314999999999996, -0.09745000000000001, 138.86910000000003, 2, 0.5, 0]
[-0.34314999999999996, -0.09765000000000001, 138.86910000000003, 2, 0.5, 0]
[-0.34314999999999996, -0.09790000000000001, 138.86910000000003, 2, 0.5, 0]
[-0.34314999999999996, -0.09825, 138.86910000000003, 2, 0.5, 0]
[-0.34314999999999996, -0.09870000000000001, 138.86910000000003, 2, 0.5, 0]
[-0.34314999999999996, -0.10095000000000001, 138.86910000000003, 2, 0.5, 0]
[-0.34314999999999996, -0.10185000000000001, 138.86910000000003, 2, 0.5, 0]
[-0.34314999999999996, -0.10275000000000001, 138.86910000000003, 2, 0.5, 0]
[-0.34314999999999996, -0.10375000000000001, 138.86910000000003, 2, 0.5, 0]
[-0.34314999999999996, -0.10485000000000001, 138.86910000000003, 2, 0.5, 0]
[-0.34314999999999996, -0.09910000000000001, 138.86910000000003, 2, 0.5, 0]
[-0.34314999999999996, -0.09910000000000001, 138.88530000000003, 2, 0.5, 0]
[-0.34314999999999996, -0.09910000000000001, 138.90150000000003, 2, 0.5, 0]
[-0.34314999999999996, -0.09910000000000001, 138.91770000000002, 2, 0.5, 0]
[-0.34314999999999996, -0.09910000000000001, 138.90150000000003, 2, 0.5, 0]
[-0.34364999999999996, -0.09910000000000001, 138.90150000000003, 2, 0.5, 0]
[-0.34414999999999996, -0.09910000000000001, 138.90150000000003, 2, 0.5, 0]
[-0.34464999999999996, -0.09910000000000001, 138.90150000000003, 2, 0.5, 0]
[-0.34514999999999996, -0.09910000000000001, 138.90150000000003, 2, 0.5, 0]
[-0.34464999999999996, -0.09910000000000001, 138.90150000000003, 2, 0.5, 0]
[-0.34464999999999996, -0.09960000000000001, 138.90150000000003, 2, 0.5, 0]
[-0.34464999999999996, -0.09860000000000001, 138.90150000000003, 2, 0.5, 0]
[-0.34464999999999996, -0.0981, 138.90150000000003, 2, 0.5, 0]
[-0.34464999999999996, -0.0976, 138.90150000000003, 2, 0.5, 0]
[-0.34464999999999996, -0.0981, 138.90150000000003, 2, 0.5, 0]
[-0.34464999999999996, -0.0981, 138.90406000000002, 2, 0.5, 0]
[-0.34464999999999996, -0.0981, 138.90252400000003, 2, 0.5, 0]
[-0.34464999999999996, -0.0981, 138.90190960000004, 2, 0.5, 0]
[-0.34464999999999996, -0.0981, 138.90150000000003, 2, 0.5, 0]
[-0.34484999999999993, -0.0981, 138.90150000000003, 2, 0.5, 0]
[-0.34445, -0.0981, 138.90150000000003, 2, 0.5, 0]
[-0.34424999999999994, -0.0981, 138.90150000000003, 2, 0.5, 0]
[-0.34404999999999997, -0.0981, 138.90150000000003, 2, 0.5, 0]
[-0.34424999999999994, -0.0981, 138.90150000000003, 2, 0.5, 0]
[-0.34424999999999994, -0.0979, 138.90150000000003, 2, 0.5, 0]
[-0.34424999999999994, -0.09770000000000001, 138.90150000000003, 2, 0.5, 0]
[-0.34424999999999994, -0.0979, 138.90150000000003, 2, 0.5, 0]
[-0.34424999999999994, -0.0979, 138.90406000000002, 2, 0.5, 0]
[-0.34424999999999994, -0.0979, 138.90662, 2, 0.5, 0]
[-0.34424999999999994, -0.0979, 138.90918, 2, 0.5, 0]
[-0.34424999999999994, -0.0979, 138.91173999999998, 2, 0.5, 0]
[-0.34424999999999994, -0.0979, 138.91429999999997, 2, 0.5, 0]
[-0.34424999999999994, -0.0979, 138.91685999999996, 2, 0.5, 0]
[-0.34424999999999994, -0.0979, 138.91941999999995, 2, 0.5, 0]
[-0.34424999999999994, -0.0979, 138.92197999999993, 2, 0.5, 0]
[-0.34424999999999994, -0.0979, 138.92453999999992, 2, 0.5, 0]
[-0.34424999999999994, -0.0979, 138.9270999999999, 2, 0.5, 0]
[-0.34424999999999994, -0.0979, 138.92453999999992, 2, 0.5, 0]
[-0.34404999999999997, -0.0979, 138.92453999999992, 2, 0.5, 0]
[-0.3444499999999999, -0.0979, 138.92453999999992, 2, 0.5, 0]
[-0.34464999999999996, -0.0979, 138.92453999999992, 2, 0.5, 0]
[-0.34484999999999993, -0.0979, 138.92453999999992, 2, 0.5, 0]
[-0.34504999999999997, -0.0979, 138.92453999999992, 2, 0.5, 0]
[-0.34524999999999995, -0.0979, 138.92453999999992, 2, 0.5, 0]
[-0.3454499999999999, -0.0979, 138.92453999999992, 2, 0.5, 0]
[-0.34564999999999996, -0.0979, 138.92453999999992, 2, 0.5, 0]
[-0.34584999999999994, -0.0979, 138.92453999999992, 2, 0.5, 0]
[-0.34564999999999996, -0.0979, 138.92453999999992, 2, 0.5, 0]
[-0.34564999999999996, -0.0977, 138.92453999999992, 2, 0.5, 0]
[-0.34564999999999996, -0.0981, 138.92453999999992, 2, 0.5, 0]
[-0.34564999999999996, -0.0983, 138.92453999999992, 2, 0.5, 0]
[-0.34564999999999996, -0.0981, 138.92453999999992, 2, 0.5, 0]
[-0.34564999999999996, -0.0981, 138.92581999999993, 2, 0.5, 0]
[-0.34564999999999996, -0.0981, 138.92709999999994, 2, 0.5, 0]
